name,address,rating,user_ratings_total,place_id,types,taluka,latitude,longitude,Unnamed: 9,Unnamed: 10,categories,anchor_distance_km,cluster,day,normalized_google_rating,weighted_rating,quantity_factor,popularity_score,cluster_max_popularity,normalized_popularity,within_anchor_radius,day_rank
Condy Fort,"6XGC+MPX, Sirlim, Devsua, Goa 403725, India",4.6,8.0,ChIJUdbhLgCzvzsRX99wRRZe8D0,"point_of_interest, establishment",Salcete (Margao),15.2265769,73.9720064,,,"['fort', 'historical']",29.328798343605037,0,1,0.8999999999999999,0.8960763888888887,0.21247300735486707,0.6226350362752802,0.9399993161572475,0.6623781800402107,True,1
Ruins of Lakshmi Narayana Swamy Temple,"452V+P96, Vichundrem, Digali, Goa 403704, India",4.6,21.0,ChIJl5gSxGpWvjsRoE1V_M81zJk,"hindu_temple, place_of_worship, point_of_interest, establishment",Sanguem,15.1017751,74.1933999,,,"['historical', 'religious']",2.0024144856490893,1,2,0.8999999999999999,0.8983948863636363,0.4389805057488243,0.7146291341177116,0.9549683398950132,0.7483275667508267,True,0
Netravali Wildlife Sanctuary,"36MJ+FR7, Unnamed Road, Neturlim, Netravli, Goa 403704, India",4.5,664.0,ChIJrV85rh75vjsRUHVODTEwKkY,"park, point_of_interest, establishment, wildlife sanctuary, wildlife exploration, trekking, scenic, peaceful",Ponda,15.0836711,74.2320539,,,"['adventure', 'nature', 'peaceful', 'scenic']",3.05995130548187,1,2,0.875,0.874984492481203,0.9230801082226373,0.8942227387777768,0.9549683398950132,0.936389931917623,True,1
Savri Waterfall Parking,"368M+2M, Neturlim, Netravli, Goa 403704, India",4.4,54.0,ChIJjxWfjs35vjsRqyfLAyrfN1I,"tourist_attraction, point_of_interest, establishment, scenic, short visit",Sanguem,15.0666853,74.2341689,,,"['nature', 'scenic']",3.9587527884471467,1,2,0.8500000000000001,0.8502670454545455,0.5691093457633194,0.737803965578055,0.9549683398950132,0.7725952104958447,True,1
Neturlem Waterfall (Savri),"366J+FQM, Neturlim, Netravli, Goa 403704, India",4.7,1142.0,ChIJ9WBFt234vjsR5aNM4Prx2cA,"tourist_attraction, park, point_of_interest, establishment,waterfall,nature",Dharbandora,15.0612063,74.2319242,,,['nature'],4.153251615867106,1,2,0.925,0.9249472331583553,1.0,0.9549683398950132,0.9549683398950132,1.0,True,1
Mountain Top Ambe Forest Checkpost,"3578+7PG, Unnamed Road, Mangal, Goa 403704, India",3.8,12.0,ChIJUyqTjzRXvjsRStsomulWLSs,"tourist_attraction, point_of_interest, establishment",Sanguem,15.0631936,74.1668166,,,['nature'],4.7533662016338605,1,2,0.7,0.7126682692307693,0.36426635452232814,0.5733075033473928,0.9549683398950132,0.600341895533857,True,1
Old Bridge Curpem,"45HQ+8HX, Kurpe",4.7,6.0,ChIJkW4juaNVvjsR4GJEu-QDzhM,"tourist_attraction, point_of_interest, establishment",Canacona,15.1283741,74.188976,,,['historical'],4.888420289988887,1,2,0.925,0.9163839285714285,0.27635227735096074,0.6603712680832414,0.9549683398950132,0.6915111637688858,True,1
Hidden Waterfall,"25XG+WVJ, Mangal, Goa 403702, India",5.0,1.0,ChIJQY6pAgBXvjsRZFGL41GIuXo,"park, point_of_interest, establishment",Dharbandora,15.0498253,74.1771558,,,['nature'],5.003496706489517,1,2,1.0,0.9323437499999999,0.0984386673660817,0.5987817169464326,0.9549683398950132,0.6270173490906108,True,1
Aqueous Spice Farm,"Tilamol – Rivona – Colomb – Curdi (Zambaulim), Kurpe, Goa 403704, India",4.7,31.0,ChIJmf2RnZdVvjsRSUKaYz2KxGE,"park, point_of_interest, establishment",Sanguem,15.1241694,74.1742121,,,"['food', 'nature']",5.227414022298859,1,2,0.925,0.923115234375,0.49219333683040856,0.7507464753571633,0.9549683398950132,0.7861480260588518,True,1
Ravna Dongar,"26R9+QRM, Cotigao, Goa 403704, India",4.4,7.0,ChIJ2dEzQ0P5vjsRtr_GXnNtIvo,"park, point_of_interest, establishment",Dharbandora,15.0419619,74.2195388,,,['nature'],5.2650176254417405,1,2,0.8500000000000001,0.8518359375000001,0.2953160020982451,0.6292279633392981,0.9549683398950132,0.6588992923142079,True,1
Bharsa Waterfall,"3566+62Q, Unnamed Road, Gaundongren, Goa 403704, India",4.4,10.0,ChIJrQVFRDdXvjsRmCeuMjk2IGg,"tourist_attraction, point_of_interest, establishment, trekking, waterfall, scenic, moderately crowded",Sanguem,15.0605999,74.1601111,,,"['adventure', 'nature', 'scenic']",5.515177620829783,1,2,0.8500000000000001,0.8513352272727274,0.34054183838274255,0.6470178717167334,0.9549683398950132,0.6775280862063604,True,1
Bamanbudo Waterfall,"3565+2RC, MDR34, Gaundongren, Goa 403704, India",4.4,1121.0,ChIJ6xFV8hFXvjsRKITFFevXu9A,"tourist_attraction, point_of_interest, establishment,waterfall",Sanguem,15.0600515,74.1595025,,,['nature'],5.602898869328333,1,2,0.8500000000000001,0.8500130904634582,0.9973664971460886,0.9089544531365104,0.9549683398950132,0.951816322242095,True,1
Mainapi Waterfall Netravali,"3794+VGF, Neturlim, Netravli, Goa 403704, India",4.7,401.0,ChIJU3FMEfr5vjsRjKsNl2jWNx0,"tourist_attraction, zoo, park, point_of_interest, establishment",Sanguem,15.0696893,74.2563011,,,['nature'],5.955284897435922,1,2,0.925,0.9248499689054727,0.8515979997947412,0.8955491812611801,0.9549683398950132,0.9377789229741738,True,1
Don Bosco Dam,"446X+9P, Sulcorna",4.7,6.0,ChIJVyyky2pXvjsR4EMSBhEtkfQ,"tourist_attraction, point_of_interest, establishment",Canacona,15.1109173,74.1493259,,,['nature'],6.428136527185782,1,2,0.925,0.9163839285714285,0.27635227735096074,0.6603712680832414,0.9549683398950132,0.6915111637688858,True,1
Badsarem hills,"25W5+HV8, Gaundongren, Goa 403702, India",4.5,6.0,ChIJs4_3_UlXvjsRKdM7oywQCSA,"park, point_of_interest, establishment",Sanguem,15.0464227,74.1597144,,,['nature'],6.518027157181309,1,2,0.875,0.8735267857142857,0.27635227735096074,0.6346569823689557,0.9549683398950132,0.664584317464104,True,1
Avali waterfall,"25P8+XX, Gaundongren, Goa 403702, India",4.9,8.0,ChIJd7bCNWpXvjsRwLVIgem8sbI,"tourist_attraction, point_of_interest, establishment, waterfall, scenic, relaxation, peaceful",Sanguem,15.037483,74.167388,,,"['nature', 'peaceful', 'relaxation', 'scenic']",6.729493086838955,1,2,0.9750000000000001,0.9627430555555556,0.3120431927924059,0.7024631104502956,0.9549683398950132,0.735587852606216,True,1
Strawberry Plantation,"26RX+XRM, Verlen, Goa 403704, India",4.5,191.0,ChIJpz2-MCT4vjsRIj_1cnk3YWE,"tourist_attraction, point_of_interest, establishment",Sanguem,15.0424651,74.2495537,,,"['food', 'nature']",6.963417455202343,1,2,0.875,0.8749462890624999,0.7466536005926931,0.8236292136745771,0.9549683398950132,0.8624675596733655,True,1
Kuske Waterfall,"26C5+MFM, Cotigao, Goa 403702, India",4.4,295.0,ChIJodX_ocdZvjsR3ISyT9zV_zY,"tourist_attraction, point_of_interest, establishment,waterfall,nature,adventure,trek",Dharbandora,15.0217083,74.2086604,,,"['adventure', 'nature']",7.255492969654707,1,2,0.8500000000000001,0.8500496199324324,0.8081276491165081,0.8332808316060627,0.9549683398950132,0.8725743009424496,True,1
Sunset point,"5623+WG3, Unnamed Road, Vaddem Colony Number 1, Portem, Portem",5.0,2.0,ChIJpSowvlpVvjsRdNVJgZ7DN_8,"tourist_attraction, point_of_interest, establishment",Canacona,15.1522518,74.2038039,,,['photography'],7.279579672649032,1,2,1.0,0.9548958333333333,0.15602159639620294,0.6353461385584812,0.9549683398950132,0.665305970906145,True,1
Bhupar waterfall,"342J+242, Gaundongren, Goa 403702, India",4.5,45.0,ChIJk_ptmkdXvjsRUtzKIBsmquc,"tourist_attraction, point_of_interest, establishment",Sanguem,15.0505185,74.1302594,,,['nature'],8.86020310588307,1,2,0.875,0.8747758152173912,0.54373207806824,0.7423583203577307,0.9549683398950132,0.7773643264857805,True,1
Aai Waterfall,"342J+63C, Gaundongren, Goa 403702, India",4.6,19.0,ChIJwRihDD5XvjsRz2DsLdu_FIE,"tourist_attraction, point_of_interest, establishment, waterfall, scenic, adventure, peaceful",Sanguem,15.0505657,74.1301421,,,"['adventure', 'nature', 'peaceful', 'scenic']",8.869034198568789,1,2,0.8999999999999999,0.8982343749999999,0.42544484211274025,0.709118561845096,0.9549683398950132,0.7425571427038667,True,1
Colomba Spring pond,"44XM+R46, Major District Road 36, Kolamba",4.0,4.0,ChIJLzvIN8NVvjsReliWVyBbf0E,"tourist_attraction, point_of_interest, establishment",Canacona,15.1495311,74.1327804,,,['nature'],10.32934373304018,1,2,0.75,0.7729375,0.22856750738057685,0.5551895029522308,0.9549683398950132,0.5813695384008929,True,1
Blue Waterfall,"Aki waterfall, Rivona, Goa 403705, India",4.0,102.0,ChIJuaO9M-9TvjsRGDUSPRk93AM,"park, point_of_interest, establishment",Canacona,15.137164,74.117323,,,['nature'],10.836640323003495,1,2,0.75,0.7511134708737864,0.6582102012385188,0.7139521630196793,0.9549683398950132,0.7476186729899019,True,1
Chal Waterfall,"3454+8RC Chall Gaondongrim, Canacona, Vaul, Goa 403702, India",3.4,5.0,ChIJaUjBrFZRvjsR3C_EFiB_hUM,"tourist_attraction, point_of_interest, establishment, adventure, waterfall, trekking, scenic",Sanguem,15.0583155,74.1070181,,,"['adventure', 'nature', 'scenic']",10.856353138151457,1,2,0.6,0.6441145833333333,0.25446026376228464,0.4882528555049138,0.9549683398950132,0.5112764843686767,True,1
Rivona Small Dam,"5439+J7H, Rivona",4.5,11.0,ChIJcb9OYkNTvjsRnTLtSenPZQg,"tourist_attraction, point_of_interest, establishment",Canacona,15.1540738,74.1182468,,,"['nature', 'shopping']",11.840513862412646,1,2,0.875,0.8741406249999999,0.35289893112836634,0.6656439474513465,0.9549683398950132,0.6970324770395275,True,1
Cotigao Wildlife Sanctuary,"X6G4+CF8, Canacona Taluka, Cotigao, Goa 403702, India",4.3,742.0,ChIJd80W8otYvjsRt2iX35P2fJM,"zoo, tourist_attraction, park, point_of_interest, establishment,wildlife,nature",Dharbandora,14.9760305,74.2061931,,,['nature'],12.318165003756455,1,2,0.825,0.8250534152086136,0.9388310697282927,0.8705644770164853,0.9549683398950132,0.9116160616509998,True,1
Bhati waterfall,"663C+3W3, Bati, Goa 403704, India",5.0,1.0,ChIJCQ9zHwD_vjsR610iVIUUfvI,"park, point_of_interest, establishment",Sanguem,15.2026283,74.2223068,,,['nature'],13.034495352239778,1,2,1.0,0.9323437499999999,0.0984386673660817,0.5987817169464326,0.9549683398950132,0.6270173490906108,True,1
Gokuldem Waterfall,"Barsen, Gokole, Goa 403703, India",4.5,14.0,ChIJcY7l1PJRvjsRkuzob7cwb_I,"park, point_of_interest, establishment, relaxation",Canacona,15.067987,74.0759749,,,"['nature', 'nightlife', 'relaxation']",13.875677603396712,2,3,0.875,0.8743124999999999,0.2636001561113889,0.6300275624445555,0.939999268134715,0.6702426095445254,True,0
Salaulim dam,"655G+G78, Shelpe",4.4,145.0,ChIJe_8OUG1VvjsRTK5ENpqAYo8,"tourist_attraction, point_of_interest, establishment",Canacona,15.2099027,74.176029,,,['nature'],14.009335201183115,2,3,0.8500000000000001,0.8501005993150685,0.4851015992781023,0.704100999300282,0.939999268134715,0.7490441994677963,True,1
Salaulim Dam,"Kurdi, Ugem, Goa 403704, India",4.5,3800.0,ChIJh8I8MtOqvzsRWk2SI90FBNg,"tourist_attraction, point_of_interest, establishment,viewpoint,nature",Salcete (Margao),15.2127043,74.1788677,,,"['nature', 'scenic']",14.253725103985794,2,3,0.875,0.8749972868981847,0.8023711000521343,0.8459468121597645,0.939999268134715,0.8999441178698115,True,1
Salaulim Garden,"657H+RFG, Kurdi, Ugem, Goa 403704, India",4.5,1202.0,ChIJGY0GDtOqvzsR_js0g5JUddQ,"tourist_attraction, park, point_of_interest, establishment",Salcete (Margao),15.2145589,74.1786934,,,['nature'],14.459814439612956,2,3,0.875,0.874991427680798,0.6903873266461259,0.8011497872669291,0.939999268134715,0.8522876713049878,True,1
Nadal Waterfall,"Maina, Quepem, Padi, Goa 403703, India",4.0,10.0,ChIJfaj4pQNRvjsRpfqbdqAZXzI,"tourist_attraction, establishment, waterfall, adventure, trekking, scenic, peaceful",Canacona,15.0978161,74.064417,,,"['adventure', 'nature', 'peaceful', 'scenic']",15.007435790499741,2,3,0.75,0.7604261363636363,0.23340984151296204,0.5496196184233666,0.939999268134715,0.5847021769644596,True,1
Cotigao Wildlife Sanctuary Office,"X4M5+VCR, Hatipal,Partgal, Poingunin, Canacona, Goa 403702, India",4.2,326.0,ChIJ_____8NavjsRWcgl0iw89vk,"park, point_of_interest, establishment, wildlife sanctuary, wildlife exploration, trekking, scenic, peaceful, bird watching",Sanguem,14.984734,74.1085117,,,"['adventure', 'nature', 'peaceful', 'scenic']",15.275374387337413,2,3,0.8,0.8001978211009174,0.5635916218635989,0.70555534140599,0.939999268134715,0.7505913731252757,True,1
Cotigao Wildlife Sanctuary Entrance,"X4Q2+86M, NH 66, Poingunin, Goa 403702, India",4.1,156.0,ChIJV9uvKjZavjsRpRXYOZ88X3M,"zoo, park, point_of_interest, establishment",Sanguem,14.9883475,74.1005476,,,['nature'],15.575634699228484,2,3,0.7749999999999999,0.7755712579617834,0.4921722585072063,0.6622116581799525,0.939999268134715,0.70448103592039,True,1
Zariwada Spring Cortali,"647V+QGF, Kotarli",4.1,10.0,ChIJg69SJj2rvzsRKMZgKUW6HD4,"tourist_attraction, point_of_interest, establishment",Canacona,15.2147666,74.1425936,,,['nature'],15.671115324150836,2,3,0.7749999999999999,0.783153409090909,0.23340984151296204,0.5632559820597303,0.939999268134715,0.5992089580850692,True,1
"Shree Ramnath Damodar Sansthaan, Goa","Zambaulim, Quepem, Goa 403705, India",4.8,1595.0,ChIJdz1rKzxTvjsRwaH6hzHpmN0,"hindu_temple, place_of_worship, point_of_interest, establishment",Canacona,15.1866463,74.0949954,,,"['nature', 'religious']",16.110044178909654,2,3,0.95,0.9499465460526315,0.7179034471567453,0.857129306494277,0.939999268134715,0.9118403977006484,True,1
Chapoli Waterfall Canacona South Goa,"23M2+7CH, Chapoli, Canacona, Mallikarjun, Goa 403702, India",5.0,4.0,ChIJZ60NMgBRvjsRsumez_C2uNk,"tourist_attraction, point_of_interest, establishment",Canacona,15.033731,74.050117,,,"['nature', 'shopping']",17.518149157191903,2,3,1.0,0.9729375,0.15666182436224496,0.646427229744898,0.939999268134715,0.6876890777028306,True,1
River queen boat trip and kayaking by Tulsidas ji,"X3V5+JFR, Canacona, Poingunin, Goa 403702, India",5.0,5.0,ChIJ9dbnRgBbvjsRy72DZZVaiWo,"tourist_attraction, point_of_interest, establishment",Canacona,14.9941098,74.0586288,,,['adventure'],18.681692080479042,2,3,1.0,0.9774479166666666,0.17440890704697395,0.6562323128187896,0.939999268134715,0.6981200252644689,True,1
Padi Waterfall,"32QH+MCR, Khede, Goa 403703, India",3.8,242.0,ChIJ7RTi_T5PvjsR9iI0nYgw074,"park, point_of_interest, establishment",Canacona,15.0892446,74.0285175,,,['nature'],18.81374621913353,2,3,0.7,0.7006777263374485,0.5346916587457193,0.6342832993007569,0.939999268134715,0.6747699927037126,True,1
Quepem Dam,"636G+M5F, Quepem",4.1,385.0,ChIJAQBkkymtvzsRfsDLIjF64Gw,"tourist_attraction, point_of_interest, establishment",Canacona,15.2116832,74.0754267,,,['nature'],19.558445315079805,2,3,0.7749999999999999,0.7752323510362693,0.5797380195263662,0.6970346184323081,0.939999268134715,0.7415267671595818,True,1
Palácio do Deão,"Church, Opposite Holy Cross, Quepem, Goa 403705, India",4.4,730.0,ChIJ2ZYd-yitvzsRyJPT1dp816c,"tourist_attraction, restaurant, food, museum, point_of_interest, establishment",Quepem,15.2135835,74.0736286,,,"['food', 'historical', 'religious']",19.84433637532062,2,3,0.8500000000000001,0.8500200923392613,0.641896674125753,0.766770725053858,0.939999268134715,0.8157141723901524,True,1
Tiger Waterfall,"75FM+96, Dudal, Goa 403704, India",3.9,8.0,ChIJ-2LnZACrvzsRL-L7iYn3oAU,"tourist_attraction, point_of_interest, establishment, waterfall, trekking, peaceful, adventure, wildlife exploration",Sanguem,15.2734367,74.1831127,,,"['adventure', 'nature', 'peaceful']",20.872390758584835,2,3,0.725,0.7405208333333333,0.21387666349828777,0.5298631653993151,0.939999268134715,0.5636846573835612,True,1
Palolem Kayaking Spot,"10, Ourem Rd, Mohanbagh, Palolem, Canacona, Goa 403702, India",4.6,18.0,ChIJzdM4Sz9FvjsRgR61wBTungc,"tourist_attraction, point_of_interest, establishment",Canacona,15.0076952,74.0261434,,,['adventure'],21.000414992788556,2,3,0.8999999999999999,0.8981414473684209,0.2866101131555196,0.6535289136832604,0.939999268134715,0.695244066498146,True,1
Parental Umbrage - A Boat Trip Adventure,"near Lalit Resort, Rajbag, Tarir, Canacona, Chauri, Goa 403702, India",4.9,26.0,ChIJ1WgQ57tbvjsRJWv2aHVT1J8,"tourist_attraction, point_of_interest, establishment",Canacona,14.9855084,74.0383984,,,['adventure'],21.02543766445993,2,3,0.9750000000000001,0.9709143518518518,0.3208149952474316,0.7108746092100837,0.939999268134715,0.7562501730673746,True,1
Palolem Beach,"Palolem Beach, Goa, India",4.6,28949.0,ChIJuwJb0FFFvjsR9bsPS33GGx4,"natural_feature, establishment, beach, relaxation, scenic, nightlife, water sports",Canacona,15.0099648,74.0232186,,,"['adventure', 'beaches', 'nightlife', 'relaxation', 'scenic', 'water sports']",21.18291292594619,2,3,0.8999999999999999,0.899998780224525,1.0,0.939999268134715,0.939999268134715,1.0,True,1
Dolphin Boat trip and kayaking,"beach, Palolem, Canacona, Goa 403702, India",4.0,52.0,ChIJ7RmQzOFFvjsRij98A3qs2rA,"tourist_attraction, point_of_interest, establishment",Canacona,15.0114217,74.0213312,,,"['adventure', 'beaches']",21.304229448647117,2,3,0.75,0.7521639150943397,0.38646608832958756,0.6058847843884387,0.939999268134715,0.6445587831049322,True,1
All day kayak adventure,"Palolem Down St, Palolem, Canacona, Goa 403702, India",4.8,13.0,ChIJ5wuzXnZFvjsRjEUe0CzKj9k,"tourist_attraction, point_of_interest, establishment",Canacona,15.0114947,74.0211434,,,['adventure'],21.31957960212341,2,3,0.95,0.94390625,0.2568844269542516,0.6690975207817006,0.939999268134715,0.7118064273703345,True,1
