name,address,rating,user_ratings_total,place_id,types,taluka,latitude,longitude,Unnamed: 9,Unnamed: 10,categories,anchor_distance_km,cluster,day,normalized_google_rating,weighted_rating,quantity_factor,popularity_score,cluster_max_popularity,normalized_popularity,within_anchor_radius,day_rank
Bamanbudo Waterfall,"3565+2RC, MDR34, Gaundongren, Goa 403704, India",4.4,1121.0,ChIJ6xFV8hFXvjsRKITFFevXu9A,"tourist_attraction, point_of_interest, establishment,waterfall",Sanguem,15.0600515,74.1595025,,,['nature'],5.602898869328333,0,1,0.8500000000000001,0.8500013106847017,0.9973664971460886,0.9089473852692564,0.9549614018835881,0.9518158361965493,True,1
Mainapi Waterfall Netravali,"3794+VGF, Neturlim, Netravli, Goa 403704, India",4.7,401.0,ChIJU3FMEfr5vjsRjKsNl2jWNx0,"tourist_attraction, zoo, park, point_of_interest, establishment",Sanguem,15.0696893,74.2563011,,,['nature'],5.955284897435922,0,1,0.925,0.9248170910155107,0.8515979997947412,0.8955294545272029,0.9549614018835881,0.9377650790501477,True,1
Don Bosco Dam,"446X+9P, Sulcorna",4.7,6.0,ChIJVyyky2pXvjsR4EMSBhEtkfQ,"tourist_attraction, point_of_interest, establishment",Canacona,15.1109173,74.1493259,,,['nature'],6.428136527185782,0,1,0.925,0.9144957983193277,0.27635227735096074,0.6592383899319809,0.9549614018835881,0.6903298799634034,True,1
Badsarem hills,"25W5+HV8, Gaundongren, Goa 403702, India",4.5,6.0,ChIJs4_3_UlXvjsRKdM7oywQCSA,"park, point_of_interest, establishment",Sanguem,15.0464227,74.1597144,,,['nature'],6.518027157181309,0,1,0.875,0.8716386554621849,0.27635227735096074,0.6335241042176952,0.9549614018835881,0.663402838028969,True,1
Avali waterfall,"25P8+XX, Gaundongren, Goa 403702, India",4.9,8.0,ChIJd7bCNWpXvjsRwLVIgem8sbI,"tourist_attraction, point_of_interest, establishment, waterfall, scenic, relaxation, peaceful",Sanguem,15.037483,74.167388,,,"['nature', 'peaceful', 'relaxation', 'scenic']",6.729493086838955,0,1,0.9750000000000001,0.9612745098039216,0.3120431927924059,0.7015819829993153,0.9549614018835881,0.7346705129814657,True,1
Strawberry Plantation,"26RX+XRM, Verlen, Goa 403704, India",4.5,191.0,ChIJpz2-MCT4vjsRIj_1cnk3YWE,"tourist_attraction, point_of_interest, establishment",Sanguem,15.0424651,74.2495537,,,"['food', 'nature']",6.963417455202343,0,1,0.875,0.874877450980392,0.7466536005926931,0.8235879108253124,0.9549614018835881,0.8624305748911405,True,1
Kuske Waterfall,"26C5+MFM, Cotigao, Goa 403702, India",4.4,295.0,ChIJodX_ocdZvjsR3ISyT9zV_zY,"tourist_attraction, point_of_interest, establishment,waterfall,nature,adventure,trek",Dharbandora,15.0217083,74.2086604,,,"['adventure', 'nature']",7.255492969654707,0,1,0.8500000000000001,0.8500049682034977,0.8081276491165081,0.8332540405687019,0.9549614018835881,0.8725525858167379,True,1
Bhupar waterfall,"342J+242, Gaundongren, Goa 403702, India",4.5,45.0,ChIJk_ptmkdXvjsRUtzKIBsmquc,"tourist_attraction, point_of_interest, establishment",Sanguem,15.0505185,74.1302594,,,['nature'],8.86020310588307,0,1,0.875,0.8744884910485933,0.54373207806824,0.7421859258564519,0.9549614018835881,0.7771894491154795,True,1
Aai Waterfall,"342J+63C, Gaundongren, Goa 403702, India",4.6,19.0,ChIJwRihDD5XvjsRz2DsLdu_FIE,"tourist_attraction, point_of_interest, establishment, waterfall, scenic, adventure, peaceful",Sanguem,15.0505657,74.1301421,,,"['adventure', 'nature', 'peaceful', 'scenic']",8.869034198568789,0,1,0.8999999999999999,0.8975735294117646,0.42544484211274025,0.7087220544921549,0.9549614018835881,0.7421473298232315,True,1
Colomba Spring pond,"44XM+R46, Major District Road 36, Kolamba",4.0,4.0,ChIJLzvIN8NVvjsReliWVyBbf0E,"tourist_attraction, point_of_interest, establishment",Canacona,15.1495311,74.1327804,,,['nature'],10.32934373304018,0,1,0.75,0.7702941176470589,0.22856750738057685,0.553603473540466,0.9549614018835881,0.5797129312750501,True,1
Blue Waterfall,"Aki waterfall, Rivona, Goa 403705, India",4.0,102.0,ChIJuaO9M-9TvjsRGDUSPRk93AM,"park, point_of_interest, establishment",Canacona,15.137164,74.117323,,,['nature'],10.836640323003495,0,1,0.75,0.7509851513420902,0.6582102012385188,0.7138751713006617,0.9549614018835881,0.7475434817497311,True,1
Chal Waterfall,"3454+8RC Chall Gaondongrim, Canacona, Vaul, Goa 403702, India",3.4,5.0,ChIJaUjBrFZRvjsR3C_EFiB_hUM,"tourist_attraction, point_of_interest, establishment, adventure, waterfall, trekking, scenic",Sanguem,15.0583155,74.1070181,,,"['adventure', 'nature', 'scenic']",10.856353138151457,0,1,0.6,0.6419117647058823,0.25446026376228464,0.4869311643284432,0.9549614018835881,0.5098961731521388,True,1
Rivona Small Dam,"5439+J7H, Rivona",4.5,11.0,ChIJcb9OYkNTvjsRnTLtSenPZQg,"tourist_attraction, point_of_interest, establishment",Canacona,15.1540738,74.1182468,,,"['nature', 'shopping']",11.840513862412646,0,1,0.875,0.8730392156862744,0.35289893112836634,0.6649831018631112,0.9549614018835881,0.6963455282606009,True,1
Cotigao Wildlife Sanctuary,"X6G4+CF8, Canacona Taluka, Cotigao, Goa 403702, India",4.3,742.0,ChIJd80W8otYvjsRt2iX35P2fJM,"zoo, tourist_attraction, park, point_of_interest, establishment,wildlife,nature",Dharbandora,14.9760305,74.2061931,,,['nature'],12.318165003756455,0,1,0.825,0.8250356266328872,0.9388310697282927,0.8705538038710494,0.9549614018835881,0.9116115082284465,True,1
Bhati waterfall,"663C+3W3, Bati, Goa 403704, India",5.0,1.0,ChIJCQ9zHwD_vjsR610iVIUUfvI,"park, point_of_interest, establishment",Sanguem,15.2026283,74.2223068,,,['nature'],13.034495352239778,0,1,1.0,0.9257352941176471,0.0984386673660817,0.5948166434170209,0.9549614018835881,0.6228698272451543,True,1
Gokuldem Waterfall,"Barsen, Gokole, Goa 403703, India",4.5,14.0,ChIJcY7l1PJRvjsRkuzob7cwb_I,"park, point_of_interest, establishment, relaxation",Canacona,15.067987,74.0759749,,,"['nature', 'nightlife', 'relaxation']",13.875677603396712,1,2,0.875,0.8734313725490196,0.2636001561113889,0.6294988859739672,0.9399989942090825,0.669680382481291,True,0
Salaulim dam,"655G+G78, Shelpe",4.4,145.0,ChIJe_8OUG1VvjsRTK5ENpqAYo8,"tourist_attraction, point_of_interest, establishment",Canacona,15.2099027,74.176029,,,['nature'],14.009335201183115,1,2,0.8500000000000001,0.8500100725221597,0.4851015992781023,0.7040466832245368,0.9399989942090825,0.7489866346260545,True,1
Salaulim Dam,"Kurdi, Ugem, Goa 403704, India",4.5,3800.0,ChIJh8I8MtOqvzsRWk2SI90FBNg,"tourist_attraction, point_of_interest, establishment,viewpoint,nature",Salcete (Margao),15.2127043,74.1788677,,,"['nature', 'scenic']",14.253725103985794,1,2,0.875,0.8749938096785675,0.8023711000521343,0.8459447258279943,0.9399989942090825,0.8999421606187721,True,1
Salaulim Garden,"657H+RFG, Kurdi, Ugem, Goa 403704, India",4.5,1202.0,ChIJGY0GDtOqvzsR_js0g5JUddQ,"tourist_attraction, park, point_of_interest, establishment",Salcete (Margao),15.2145589,74.1786934,,,['nature'],14.459814439612956,1,2,0.875,0.8749804410542271,0.6903873266461259,0.8011431952909867,0.9399989942090825,0.8522809069227468,True,1
Nadal Waterfall,"Maina, Quepem, Padi, Goa 403703, India",4.0,10.0,ChIJfaj4pQNRvjsRpfqbdqAZXzI,"tourist_attraction, establishment, waterfall, adventure, trekking, scenic, peaceful",Canacona,15.0978161,74.064417,,,"['adventure', 'nature', 'peaceful', 'scenic']",15.007435790499741,1,2,0.75,0.7592245989304812,0.23340984151296204,0.5488986959634735,0.9399989942090825,0.5839354077451097,True,1
Cotigao Wildlife Sanctuary Office,"X4M5+VCR, Hatipal,Partgal, Poingunin, Canacona, Goa 403702, India",4.2,326.0,ChIJ_____8NavjsRWcgl0iw89vk,"park, point_of_interest, establishment, wildlife sanctuary, wildlife exploration, trekking, scenic, peaceful, bird watching",Sanguem,14.984734,74.1085117,,,"['adventure', 'nature', 'peaceful', 'scenic']",15.275374387337413,1,2,0.8,0.8001574024105055,0.5635916218635989,0.7055310901917429,0.9399989942090825,0.75056579266383,True,1
Cotigao Wildlife Sanctuary Entrance,"X4Q2+86M, NH 66, Poingunin, Goa 403702, India",4.1,156.0,ChIJV9uvKjZavjsRpRXYOZ88X3M,"zoo, park, point_of_interest, establishment",Sanguem,14.9883475,74.1005476,,,['nature'],15.575634699228484,1,2,0.7749999999999999,0.7754870738104158,0.4921722585072063,0.662161147689132,0.9399989942090825,0.7044275065914045,True,1
Zariwada Spring Cortali,"647V+QGF, Kotarli",4.1,10.0,ChIJg69SJj2rvzsRKMZgKUW6HD4,"tourist_attraction, point_of_interest, establishment",Canacona,15.2147666,74.1425936,,,['nature'],15.671115324150836,1,2,0.7749999999999999,0.7819518716577539,0.23340984151296204,0.5625350595998372,0.9399989942090825,0.5984421930931486,True,1
"Shree Ramnath Damodar Sansthaan, Goa","Zambaulim, Quepem, Goa 403705, India",4.8,1595.0,ChIJdz1rKzxTvjsRwaH6hzHpmN0,"hindu_temple, place_of_worship, point_of_interest, establishment",Canacona,15.1866463,74.0949954,,,"['nature', 'religious']",16.110044178909654,1,2,0.95,0.949938264779596,0.7179034471567453,0.8571243377304557,0.9399989942090825,0.9118353774959539,True,1
Chapoli Waterfall Canacona South Goa,"23M2+7CH, Chapoli, Canacona, Mallikarjun, Goa 403702, India",5.0,4.0,ChIJZ60NMgBRvjsRsumez_C2uNk,"tourist_attraction, point_of_interest, establishment",Canacona,15.033731,74.050117,,,"['nature', 'shopping']",17.518149157191903,1,2,1.0,0.9702941176470589,0.15666182436224496,0.6448412003331333,0.9399989942090825,0.6860020109656653,True,1
Padi Waterfall,"32QH+MCR, Khede, Goa 403703, India",3.8,242.0,ChIJ7RTi_T5PvjsR9iI0nYgw074,"park, point_of_interest, establishment",Canacona,15.0892446,74.0285175,,,['nature'],18.81374621913353,1,2,0.7,0.7006233357540547,0.5346916587457193,0.6342506649507206,0.9399989942090825,0.6747354719080105,True,1
Quepem Dam,"636G+M5F, Quepem",4.1,385.0,ChIJAQBkkymtvzsRfsDLIjF64Gw,"tourist_attraction, point_of_interest, establishment",Canacona,15.2116832,74.0754267,,,['nature'],19.558445315079805,1,2,0.7749999999999999,0.7751981103322156,0.5797380195263662,0.6970140740098758,0.9399989942090825,0.7415051274563812,True,1
Palácio do Deão,"Church, Opposite Holy Cross, Quepem, Goa 403705, India",4.4,730.0,ChIJ2ZYd-yitvzsRyJPT1dp816c,"tourist_attraction, restaurant, food, museum, point_of_interest, establishment",Quepem,15.2135835,74.0736286,,,"['food', 'historical', 'religious']",19.84433637532062,1,2,0.8500000000000001,0.850002011748612,0.641896674125753,0.7667598766994683,0.9399989942090825,0.8157028692829847,True,1
Tiger Waterfall,"75FM+96, Dudal, Goa 403704, India",3.9,8.0,ChIJ-2LnZACrvzsRL-L7iYn3oAU,"tourist_attraction, point_of_interest, establishment, waterfall, trekking, peaceful, adventure, wildlife exploration",Sanguem,15.2734367,74.1831127,,,"['adventure', 'nature', 'peaceful']",20.872390758584835,1,2,0.725,0.7390522875816993,0.21387666349828777,0.5289820379483346,0.9399989942090825,0.5627474510155422,True,1
Palolem Beach,"Palolem Beach, Goa, India",4.6,28949.0,ChIJuwJb0FFFvjsR9bsPS33GGx4,"natural_feature, establishment, beach, relaxation, scenic, nightlife, water sports",Canacona,15.0099648,74.0232186,,,"['adventure', 'beaches', 'nightlife', 'relaxation', 'scenic', 'water sports']",21.18291292594619,1,2,0.8999999999999999,0.8999983236818042,1.0,0.9399989942090825,0.9399989942090825,1.0,True,1
PALOLEM BEACH MANGROVE FOREST,"2289+82, Canacona, Goa, India",4.4,28.0,ChIJdZbyNbFFvjsR_c8vzqieQL0,"tourist_attraction, point_of_interest, establishment",Canacona,15.0158338,74.0175332,,,"['beaches', 'nature']",21.49471593055903,1,2,0.8500000000000001,0.8500507099391481,0.3277707725271825,0.6411387349743618,0.9399989942090825,0.6820632138163271,True,1
"Damodara Temple Loliem, South Goa","Shri Damodar Vidyalaya, Loliem, Goa 403728, India",4.4,81.0,ChIJQci9InpbvjsR81FrhPgDM7s,"hindu_temple, tourist_attraction, place_of_worship, point_of_interest, establishment",Canacona,14.942263,74.0704844,,,"['nature', 'religious']",21.51870611261828,1,2,0.8500000000000001,0.8500179340028695,0.42894769123745513,0.6815898368967037,0.9399989942090825,0.7250963470127914,True,1
Backwaters Palolem,"Canacona, Goa 403702, India",4.6,473.0,ChIJ60HZJlpFvjsRKWwSX-EWbsQ,"tourist_attraction, point_of_interest, establishment,viewpoint,nature",Canacona,15.0135625,74.0163125,,,"['nature', 'scenic']",21.71024794811107,1,2,0.8999999999999999,0.8998976172747579,0.599728620677869,0.7798300186360023,0.9399989942090825,0.8296072904760428,True,1
Dragon Waterfall aka Agnela Fond,"626V+65V, Deao, Quepem, Talewada, Goa 403705, India",4.3,6.0,ChIJQ9YzN7WtvzsR74ssFkb3oXA,"tourist_attraction, point_of_interest, establishment",Sanguem,15.2106197,74.042919,,,['nature'],22.08023949769872,1,2,0.825,0.828781512605042,0.18941385165642152,0.5730344482255938,0.9399989942090825,0.6096117674123114,True,1
Dragon Waterfall Ambaulim,"Ambavali, Talewada, Goa 403705, India",3.8,100.0,ChIJ7YL7gEutvzsRKDVO4piFCOY,"park, point_of_interest, establishment",Sanguem,15.2107335,74.0429012,,,['nature'],22.08962239476823,1,2,0.7,0.7014997087944088,0.44923335919588203,0.6005931689549981,0.9399989942090825,0.6389295867920994,True,1
Shri Chandreshwar Bhootnath Temple,"627P+5PQ, Unnamed Road, Talewada, Paroda, Goa 403705, India",4.7,1414.0,ChIJ0_uBqlCtvzsRSPxTyrAkFmM,"hindu_temple, tourist_attraction, place_of_worship, park, point_of_interest, establishment",Sanguem,15.2134237,74.0365689,,,"['nature', 'religious']",22.808100254637193,1,2,0.925,0.924948035751403,0.7061866016103261,0.8374434620949722,0.9399989942090825,0.8908982533535573,True,1
Butterfly Beach,"Butterfly Beach, Devalkajjan, Goa 403702, India",4.5,5209.0,ChIJ8YfoFopPvjsRJzVErf5JQok,"natural_feature, establishment",Canacona,15.0196019,74.001647,,,"['beaches', 'nature']",22.950044992860743,1,2,0.875,0.8749954837981258,0.8330637580702126,0.8582227935069605,0.9399989942090825,0.913003948721319,True,1
Butterfly Beach Goa,"2292+RMJ, Butterfly Beach Rd, Devalkajjan, Goa 403702, India",4.5,2000.0,ChIJe86NrwdPvjsRFvqcDwHvsqk,"tourist_attraction, point_of_interest, establishment,beach,nature",Canacona,15.0195801,74.001638,,,"['beaches', 'nature']",22.951748955950876,1,2,0.875,0.8749882411735309,0.7399164318468706,0.8209595174428668,0.9399989942090825,0.8733621232580404,True,1
Chandor fort,"7354+62V, Cotta Chandor Goa, Kantivaddo Ravora, Chandor, Guirdolim, Goa 403714, India",4.4,10.0,ChIJzdTxVOStvzsR9srFXvoRiYc,"point_of_interest, establishment",Sanguem,15.2581211,74.0550595,,,"['fort', 'historical']",24.850652534553458,1,2,0.8500000000000001,0.8501336898395723,0.23340984151296204,0.6034441505089282,0.9399989942090825,0.6419625491372654,True,1
Ancient Kadamba Shri Shiva Temple/ Nandi Bull,"7353+6XW, Cotta Chandor Goa, Kantivaddo Ravora, Chandor, Guirdolim, Goa 403714, India",4.3,92.0,ChIJ28ip8qKtvzsRlPcMLNDkz-E,"hindu_temple, place_of_worship, point_of_interest, establishment",Sanguem,15.258105,74.0549473,,,"['historical', 'nature', 'religious']",24.85701386135243,1,2,0.825,0.8252846299810246,0.44120080694933367,0.6716511007683482,0.9399989942090825,0.7145232121588355,True,1
Fernandes Heritage House,"Fort Area Salcette, Cotta Diasvaddo, Chandor, Guirdolim, Goa 403714, India",4.3,367.0,ChIJVd1h6pitvzsRpMu8Fjh2Paw,"tourist_attraction, point_of_interest, establishment",Sanguem,15.2558395,74.0518574,,flag,"['fort', 'historical']",24.88050693144697,1,2,0.825,0.8250719309462915,0.5750896287618648,0.7250790100725208,0.9399989942090825,0.7713614743626446,True,1
